city,year,indicator,value,value_interp,source,quality
Barcelona,2012,interest_rate,3.76,3.76,OECD_SME_finance,descriptive
Barcelona,2013,interest_rate,3.74,3.74,OECD_SME_finance,descriptive
Barcelona,2014,interest_rate,2.925,2.925,OECD_SME_finance,descriptive
Barcelona,2015,interest_rate,2.49,2.49,OECD_SME_finance,descriptive
Barcelona,2016,interest_rate,2,2,OECD_SME_finance,descriptive
Barcelona,2017,interest_rate,1.855,1.855,OECD_SME_finance,descriptive
Barcelona,2018,interest_rate,1.79,1.79,OECD_SME_finance,descriptive
Barcelona,2019,interest_rate,1.43,1.43,OECD_SME_finance,descriptive
Barcelona,2020,interest_rate,1.5499999999999998,1.5499999999999998,OECD_SME_finance,descriptive
Barcelona,2021,interest_rate,1.3,1.3,OECD_SME_finance,descriptive
Barcelona,2022,interest_rate,3.335,3.335,OECD_SME_finance,descriptive
Barcelona,2023,interest_rate,NA,NA,OECD_SME_finance,descriptive
Barcelona,2024,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1980,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1985,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1986,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1989,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1990,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1991,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1992,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1993,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1995,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1996,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1997,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1998,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,1999,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2000,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2001,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2002,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2003,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2004,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2005,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2006,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2007,interest_rate,6.17,6.17,OECD_SME_finance,descriptive
Lisbon,2008,interest_rate,6.779999999999999,6.779999999999999,OECD_SME_finance,descriptive
Lisbon,2009,interest_rate,4.8,4.8,OECD_SME_finance,descriptive
Lisbon,2010,interest_rate,4.615,4.615,OECD_SME_finance,descriptive
Lisbon,2011,interest_rate,6.405,6.405,OECD_SME_finance,descriptive
Lisbon,2012,interest_rate,6.51,6.51,OECD_SME_finance,descriptive
Lisbon,2013,interest_rate,5.895,5.895,OECD_SME_finance,descriptive
Lisbon,2014,interest_rate,5.17,5.17,OECD_SME_finance,descriptive
Lisbon,2015,interest_rate,3.925,3.925,OECD_SME_finance,descriptive
Lisbon,2016,interest_rate,3.26,3.26,OECD_SME_finance,descriptive
Lisbon,2017,interest_rate,2.78,2.78,OECD_SME_finance,descriptive
Lisbon,2018,interest_rate,2.53,2.53,OECD_SME_finance,descriptive
Lisbon,2019,interest_rate,2.39,2.39,OECD_SME_finance,descriptive
Lisbon,2020,interest_rate,2.09,2.09,OECD_SME_finance,descriptive
Lisbon,2021,interest_rate,2.115,2.115,OECD_SME_finance,descriptive
Lisbon,2022,interest_rate,2.92,2.92,OECD_SME_finance,descriptive
Lisbon,2023,interest_rate,NA,NA,OECD_SME_finance,descriptive
Lisbon,2024,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,1992,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,1994,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,1998,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2000,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2001,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2002,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2003,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2004,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2005,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2006,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2007,interest_rate,5.8942561645,5.8942561645,OECD_SME_finance,descriptive
Tallinn,2008,interest_rate,6.4199076779999995,6.4199076779999995,OECD_SME_finance,descriptive
Tallinn,2009,interest_rate,4.774017232,4.774017232,OECD_SME_finance,descriptive
Tallinn,2010,interest_rate,4.481996628,4.481996628,OECD_SME_finance,descriptive
Tallinn,2011,interest_rate,4.340401553,4.340401553,OECD_SME_finance,descriptive
Tallinn,2012,interest_rate,3.5358889155,3.5358889155,OECD_SME_finance,descriptive
Tallinn,2013,interest_rate,3.1338112825,3.1338112825,OECD_SME_finance,descriptive
Tallinn,2014,interest_rate,3.020429075,3.020429075,OECD_SME_finance,descriptive
Tallinn,2015,interest_rate,2.5466237544999997,2.5466237544999997,OECD_SME_finance,descriptive
Tallinn,2016,interest_rate,2.5201942754999997,2.5201942754999997,OECD_SME_finance,descriptive
Tallinn,2017,interest_rate,2.5549579419999997,2.5549579419999997,OECD_SME_finance,descriptive
Tallinn,2018,interest_rate,2.7037804870000004,2.7037804870000004,OECD_SME_finance,descriptive
Tallinn,2019,interest_rate,3.2023650525000003,3.2023650525000003,OECD_SME_finance,descriptive
Tallinn,2020,interest_rate,3.425,3.425,OECD_SME_finance,descriptive
Tallinn,2021,interest_rate,3.2805063885,3.2805063885,OECD_SME_finance,descriptive
Tallinn,2022,interest_rate,3.760724366,3.760724366,OECD_SME_finance,descriptive
Tallinn,2023,interest_rate,NA,NA,OECD_SME_finance,descriptive
Tallinn,2024,interest_rate,NA,NA,OECD_SME_finance,descriptive
Athens,1978,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1979,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1981,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1982,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1983,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1984,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1985,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1986,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1987,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1988,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1989,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1990,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1991,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1992,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1993,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1994,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1995,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1996,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1997,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1998,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1999,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2000,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2001,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2002,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2003,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2004,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2005,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2006,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2007,interest_rate_spread,1.25,1.25,OECD_SME_finance,descriptive
Athens,2008,interest_rate_spread,1.11,1.11,OECD_SME_finance,descriptive
Athens,2009,interest_rate_spread,1.1,1.1,OECD_SME_finance,descriptive
Athens,2010,interest_rate_spread,1.26,1.26,OECD_SME_finance,descriptive
Athens,2011,interest_rate_spread,1.03,1.03,OECD_SME_finance,descriptive
Athens,2012,interest_rate_spread,0.95,0.95,OECD_SME_finance,descriptive
Athens,2013,interest_rate_spread,0.74,0.74,OECD_SME_finance,descriptive
Athens,2014,interest_rate_spread,0.25,0.25,OECD_SME_finance,descriptive
Athens,2015,interest_rate_spread,0.56,0.56,OECD_SME_finance,descriptive
Athens,2016,interest_rate_spread,0.71,0.71,OECD_SME_finance,descriptive
Athens,2017,interest_rate_spread,0.71,0.71,OECD_SME_finance,descriptive
Athens,2018,interest_rate_spread,0.85,0.85,OECD_SME_finance,descriptive
Athens,2019,interest_rate_spread,0.674162539,0.674162539,OECD_SME_finance,descriptive
Athens,2020,interest_rate_spread,1.11,1.11,OECD_SME_finance,descriptive
Athens,2021,interest_rate_spread,1.09,1.09,OECD_SME_finance,descriptive
Athens,2022,interest_rate_spread,1.05,1.05,OECD_SME_finance,descriptive
Athens,2023,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,2024,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1982,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1983,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1984,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1985,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1986,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1988,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1989,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1991,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1992,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1993,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1994,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1995,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1996,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1997,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1998,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,1999,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2000,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2001,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2002,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2003,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2004,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2005,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2006,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2007,interest_rate_spread,0.63,0.63,OECD_SME_finance,descriptive
Barcelona,2008,interest_rate_spread,1.21,1.21,OECD_SME_finance,descriptive
Barcelona,2009,interest_rate_spread,1.47,1.47,OECD_SME_finance,descriptive
Barcelona,2010,interest_rate_spread,1.21,1.21,OECD_SME_finance,descriptive
Barcelona,2011,interest_rate_spread,1.59,1.59,OECD_SME_finance,descriptive
Barcelona,2012,interest_rate_spread,2.3,2.3,OECD_SME_finance,descriptive
Barcelona,2013,interest_rate_spread,2.1,2.1,OECD_SME_finance,descriptive
Barcelona,2014,interest_rate_spread,1.87,1.87,OECD_SME_finance,descriptive
Barcelona,2015,interest_rate_spread,1.04,1.04,OECD_SME_finance,descriptive
Barcelona,2016,interest_rate_spread,0.88,0.88,OECD_SME_finance,descriptive
Barcelona,2017,interest_rate_spread,0.59,0.59,OECD_SME_finance,descriptive
Barcelona,2018,interest_rate_spread,0.2,0.2,OECD_SME_finance,descriptive
Barcelona,2019,interest_rate_spread,0.56,0.56,OECD_SME_finance,descriptive
Barcelona,2020,interest_rate_spread,0.32,0.32,OECD_SME_finance,descriptive
Barcelona,2021,interest_rate_spread,0.52,0.52,OECD_SME_finance,descriptive
Barcelona,2022,interest_rate_spread,0.2,0.2,OECD_SME_finance,descriptive
Barcelona,2023,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Barcelona,2024,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1980,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1985,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1986,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1989,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1990,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1991,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1992,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1993,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1995,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1996,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1997,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1998,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,1999,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2000,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2001,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2002,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2003,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2004,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2005,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2006,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2007,interest_rate_spread,1.76,1.76,OECD_SME_finance,descriptive
Lisbon,2008,interest_rate_spread,1.72,1.72,OECD_SME_finance,descriptive
Lisbon,2009,interest_rate_spread,1.84,1.84,OECD_SME_finance,descriptive
Lisbon,2010,interest_rate_spread,1.67,1.67,OECD_SME_finance,descriptive
Lisbon,2011,interest_rate_spread,2.01,2.01,OECD_SME_finance,descriptive
Lisbon,2012,interest_rate_spread,2.16,2.16,OECD_SME_finance,descriptive
Lisbon,2013,interest_rate_spread,1.85,1.85,OECD_SME_finance,descriptive
Lisbon,2014,interest_rate_spread,1.6,1.6,OECD_SME_finance,descriptive
Lisbon,2015,interest_rate_spread,1.35,1.35,OECD_SME_finance,descriptive
Lisbon,2016,interest_rate_spread,1.14,1.14,OECD_SME_finance,descriptive
Lisbon,2017,interest_rate_spread,1.28,1.28,OECD_SME_finance,descriptive
Lisbon,2018,interest_rate_spread,1.2,1.2,OECD_SME_finance,descriptive
Lisbon,2019,interest_rate_spread,1.08,1.08,OECD_SME_finance,descriptive
Lisbon,2020,interest_rate_spread,0.78,0.78,OECD_SME_finance,descriptive
Lisbon,2021,interest_rate_spread,0.79,0.79,OECD_SME_finance,descriptive
Lisbon,2022,interest_rate_spread,0.52,0.52,OECD_SME_finance,descriptive
Lisbon,2023,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Lisbon,2024,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,1992,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,1994,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,1998,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2000,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2001,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2002,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2003,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2004,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2005,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2006,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2007,interest_rate_spread,0.426436862,0.426436862,OECD_SME_finance,descriptive
Tallinn,2008,interest_rate_spread,0.579711291,0.579711291,OECD_SME_finance,descriptive
Tallinn,2009,interest_rate_spread,1.136743048,1.136743048,OECD_SME_finance,descriptive
Tallinn,2010,interest_rate_spread,1.155322768,1.155322768,OECD_SME_finance,descriptive
Tallinn,2011,interest_rate_spread,1.155770891,1.155770891,OECD_SME_finance,descriptive
Tallinn,2012,interest_rate_spread,0.975997125,0.975997125,OECD_SME_finance,descriptive
Tallinn,2013,interest_rate_spread,0.55585001,0.55585001,OECD_SME_finance,descriptive
Tallinn,2014,interest_rate_spread,0.681187155,0.681187155,OECD_SME_finance,descriptive
Tallinn,2015,interest_rate_spread,0.986412945,0.986412945,OECD_SME_finance,descriptive
Tallinn,2016,interest_rate_spread,0.876697877,0.876697877,OECD_SME_finance,descriptive
Tallinn,2017,interest_rate_spread,0.873346091,0.873346091,OECD_SME_finance,descriptive
Tallinn,2018,interest_rate_spread,1.148714328,1.148714328,OECD_SME_finance,descriptive
Tallinn,2019,interest_rate_spread,1.291195719,1.291195719,OECD_SME_finance,descriptive
Tallinn,2020,interest_rate_spread,1.31,1.31,OECD_SME_finance,descriptive
Tallinn,2021,interest_rate_spread,0.934450305,0.934450305,OECD_SME_finance,descriptive
Tallinn,2022,interest_rate_spread,0.647829066,0.647829066,OECD_SME_finance,descriptive
Tallinn,2023,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Tallinn,2024,interest_rate_spread,NA,NA,OECD_SME_finance,descriptive
Athens,1978,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1979,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1981,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1982,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1983,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1984,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1985,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1986,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1987,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1988,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1989,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1990,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1991,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1992,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1993,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1994,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1995,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1996,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1997,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1998,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,1999,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2000,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2001,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2002,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2003,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2004,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2005,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2006,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2007,leasing,7277.854,7277.854,OECD_SME_finance,descriptive
Athens,2008,leasing,7873.572,7873.572,OECD_SME_finance,descriptive
Athens,2009,leasing,7495.515,7495.515,OECD_SME_finance,descriptive
Athens,2010,leasing,7284.497,7284.497,OECD_SME_finance,descriptive
Athens,2011,leasing,6845.497,6845.497,OECD_SME_finance,descriptive
Athens,2012,leasing,6215.365,6215.365,OECD_SME_finance,descriptive
Athens,2013,leasing,3362.13,3362.13,OECD_SME_finance,descriptive
Athens,2014,leasing,4083,4083,OECD_SME_finance,descriptive
Athens,2015,leasing,4724.64,4724.64,OECD_SME_finance,descriptive
Athens,2016,leasing,4396.111,4396.111,OECD_SME_finance,descriptive
Athens,2017,leasing,4248.757,4248.757,OECD_SME_finance,descriptive
Athens,2018,leasing,3958.18,3958.18,OECD_SME_finance,descriptive
Athens,2019,leasing,3396.102,3396.102,OECD_SME_finance,descriptive
Athens,2020,leasing,3319.53,3319.53,OECD_SME_finance,descriptive
Athens,2021,leasing,2522.817,2522.817,OECD_SME_finance,descriptive
Athens,2022,leasing,2698.538,2698.538,OECD_SME_finance,descriptive
Athens,2023,leasing,NA,NA,OECD_SME_finance,descriptive
Athens,2024,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1982,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1983,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1984,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1985,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1986,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1988,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1989,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1991,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1992,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1993,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1994,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1995,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1996,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1997,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1998,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,1999,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2000,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2001,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2002,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2003,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2004,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2005,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2006,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2007,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2008,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2009,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2010,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2011,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2012,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2013,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2014,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2015,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2016,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2017,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2018,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2019,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2020,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2021,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2022,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2023,leasing,NA,NA,OECD_SME_finance,descriptive
Barcelona,2024,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1980,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1985,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1986,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1989,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1990,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1991,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1992,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1993,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1995,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1996,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1997,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1998,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,1999,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2000,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2001,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2002,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2003,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2004,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2005,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2006,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2007,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2008,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2009,leasing,5323.874191,5323.874191,OECD_SME_finance,descriptive
Lisbon,2010,leasing,5242.265624,5242.265624,OECD_SME_finance,descriptive
Lisbon,2011,leasing,3442.119225,3442.119225,OECD_SME_finance,descriptive
Lisbon,2012,leasing,3037.045384,3037.045384,OECD_SME_finance,descriptive
Lisbon,2013,leasing,2665.515673,2665.515673,OECD_SME_finance,descriptive
Lisbon,2014,leasing,2425.490201,2425.490201,OECD_SME_finance,descriptive
Lisbon,2015,leasing,2344.571035,2344.571035,OECD_SME_finance,descriptive
Lisbon,2016,leasing,2294.89653,2294.89653,OECD_SME_finance,descriptive
Lisbon,2017,leasing,2175.011214,2175.011214,OECD_SME_finance,descriptive
Lisbon,2018,leasing,2204.182038,2204.182038,OECD_SME_finance,descriptive
Lisbon,2019,leasing,1879.459534,1879.459534,OECD_SME_finance,descriptive
Lisbon,2020,leasing,1865.708935,1865.708935,OECD_SME_finance,descriptive
Lisbon,2021,leasing,467,467,OECD_SME_finance,descriptive
Lisbon,2022,leasing,497,497,OECD_SME_finance,descriptive
Lisbon,2023,leasing,NA,NA,OECD_SME_finance,descriptive
Lisbon,2024,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,1992,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,1994,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,1998,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2000,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2001,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2002,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2003,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2004,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2005,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2006,leasing,NA,NA,OECD_SME_finance,descriptive
Tallinn,2007,leasing,891.1743596,891.1743596,OECD_SME_finance,descriptive
Tallinn,2008,leasing,709.6275768,709.6275768,OECD_SME_finance,descriptive
Tallinn,2009,leasing,222.7727288,222.7727288,OECD_SME_finance,descriptive
Tallinn,2010,leasing,281.2875055,281.2875055,OECD_SME_finance,descriptive
Tallinn,2011,leasing,519.3729459,519.3729459,OECD_SME_finance,descriptive
